RegionName,State,2015,2016,2017,2018,2019
Lauderdale County, MS,2760933,2831413,2792792,2836477,2917484
Lauderdale County, AL,3250373,3284123,3340874,3471469,3593998
Lauderdale County, TN,712993,719575,741205,777519,819634
Laurel County, KY,1866343,1909875,1988069,2048041,2085224
Laurens County, SC,2112329,2155390,2245855,2317518,2392033
Laurens County, GA,1602627,1665633,1719150,1806960,1854038
Lavaca County, TX,981866,921998,975836,1041902,1077906
Lawrence County, PA,3499633,3494448,3580929,3764223,3869619
Lawrence County, KY,485955,470161,477764,492634,508716
Lawrence County, AR,513557,534055,551100,549736,564367
Lawrence County, AL,1060038,1044125,1085086,1122759,1153613
Lawrence County, SD,1137940,1164457,1237332,1320057,1367626
Lawrence County, OH,2126595,2139100,2208357,2309257,2355308
Lawrence County, TN,1349556,1388935,1468790,1510575,1588381
Lawrence County, IL,479076,461777,458616,488481,484096
Lawrence County, IN,1658849,1710654,1782739,1863083,1929940
Lawrence County, MO,1243154,1227507,1276796,1304982,1321901
Lawrence County, MS,409093,394212,418738,431334,431798
Le Flore County, OK,1550913,1511067,1571320,1609991,1656229
Le Sueur County, MN,1220938,1274852,1328649,1404165,1465379
Lea County, NM,2924164,2637398,2773636,3284525,3485193
Leake County, MS,681613,646130,715469,735985,716412
Leavenworth County, KS,3151656,3213097,3344034,3473826,3603493
Lebanon County, PA,5884909,6122493,6433904,6721612,6937119
Lee County, FL,32477798,34758296,36788238,38547795,40119053
Lee County, IA,1373865,1370701,1361694,1416856,1461713
Lee County, SC,495043,519299,527800,548147,565512
Lee County, AL,5415988,5720244,5948184,6280809,6545660
Lee County, VA,674768,675700,694604,708260,728160
Lee County, KY,206970,203246,203803,208993,215884
Lee County, IL,1333896,1349189,1382444,1430131,1458489
Lee County, GA,1257889,1280025,1342954,1406379,1477819
Lee County, TX,724889,729586,776591,803128,873419
Lee County, NC,2202137,2249389,2338637,2495387,2596019
Lee County, AR,244357,242435,263095,258803,284304
Lee County, MS,3191119,3290560,3431515,3522051,3642524
Leelanau County, MI,1300566,1323918,1356280,1438762,1485866
Leflore County, MS,996765,1037495,1065929,1078596,1098416
Lehigh County, PA,17570964,18070983,18572596,19314047,20116946
Lemhi County, ID,300640,304416,319913,337563,354784
Lenawee County, MI,3557951,3612636,3717919,3879387,4029757
Lenoir County, NC,2120569,2141648,2230807,2260454,2335971
Leon County, FL,11467604,11903691,12427959,13151599,13620561
Leon County, TX,698266,634125,653122,681421,697138
Leslie County, KY,323445,315505,325251,330268,336599
Letcher County, KY,681758,652697,655523,666182,686909
Levy County, FL,1311378,1341900,1434348,1471431,1563813
Lewis County, WA,2903531,2998491,3170609,3397238,3597054
Lewis County, KY,368864,386716,400576,411354,426756
Lewis County, NY,1104491,1097443,1158022,1183419,1248290
Lewis County, TN,365765,377438,394828,418630,446282
Lewis County, WV,608253,582334,596445,654209,663760
Lewis County, MO,316020,312427,333538,340747,363634
Lewis County, ID,178754,168505,176073,184806,190529
Lewis and Clark County, MT,2964333,3072769,3255967,3365177,3513288
Lexington County, SC,12054005,12575029,13282402,13676310,14337467
Liberty County, MT,99392,86877,82425,101374,111417
Liberty County, FL,186574,187293,196526,208175,216982
Liberty County, GA,2035877,2038396,2108083,2221877,2299114
Liberty County, TX,2797783,2880720,3035414,3168180,3341225
Licking County, OH,7149998,7364032,7718949,8053170,8329739
Limestone County, AL,3485110,3643103,3877373,4163133,4445880
Limestone County, TX,777990,774227,803463,849383,885313
Lincoln County, KY,730431,732170,758535,779392,807206
Lincoln County, AR,348025,344357,350143,357729,364980
Lincoln County, NE,1778033,1679876,1634751,1678714,1712602
Lincoln County, SD,3345001,3580921,3744712,4062379,4307133
Lincoln County, KS,111640,114522,114236,128139,143495
Lincoln County, MS,1242852,1241262,1279989,1317272,1347024
Lincoln County, TN,1265761,1282804,1326412,1371064,1447989
Lincoln County, NM,794796,780735,778001,802772,839647
Lincoln County, MO,1970305,2073617,2188652,2300333,2424360
Lincoln County, ID,197411,186833,190257,199393,223279
Lincoln County, GA,263117,272155,284327,293274,305176
Lincoln County, NC,3262471,3395992,3609511,3839254,4062577
Lincoln County, NV,174905,177955,187269,194204,204014
Lincoln County, MN,266005,248536,265983,262362,294641
Lincoln County, CO,158155,150111,158857,167446,175902
Lincoln County, MT,620113,631308,673709,710768,742363
Lincoln County, WY,695184,733959,766944,829246,879080
Lincoln County, WA,472155,442338,457592,486685,517214
Lincoln County, OR,1875745,1951091,2060643,2201643,2294997
Lincoln County, WV,590818,587606,604853,638649,653026
Lincoln Parish, LA,1765972,1759174,1834552,1889576,1894983
Lincoln County, WI,1153057,1183482,1217428,1263105,1300601
Lincoln County, OK,1175304,1162944,1183427,1210921,1244987
Lincoln County, ME,1564050,1612112,1664070,1727332,1790138
Linn County, KS,330343,339594,357610,375837,397946
Linn County, IA,10774241,11046855,11353886,11939988,12136232
Linn County, OR,4610378,4836624,5147507,5522081,5816653
Linn County, MO,451935,449884,464564,468753,481800
Lipscomb County, TX,185840,177679,219722,243443,251560
Litchfield County, CT,10804961,10956876,11108435,11386305,11804282
Little River County, AR,414095,416417,421436,424309,433764
Live Oak County, TX,441362,377033,409938,438952,456731
Livingston County, KY,323902,329919,334609,339386,354104
Livingston County, NY,2443731,2524917,2812931,2906201,3036716
Livingston County, IL,1465105,1554680,1541434,1618372,1607358
Livingston County, MI,9530209,10113858,10545480,10932196,11304537
Livingston Parish, LA,5277531,5236321,5415906,5735651,5943620
Livingston County, MO,540109,556849,570732,576490,598499
Llano County, TX,904104,938669,985409,1040309,1087688
Logan County, OH,1745538,1786070,1865070,1944229,2010943
Logan County, WV,1144274,1103729,1157203,1211351,1221433
Logan County, CO,1115569,1081361,1017987,1011539,1046426
Logan County, KS,129276,127789,122126,130925,150316
Logan County, NE,46885,40315,32107,39371,39981
Logan County, KY,883994,884271,933833,953438,998273
Logan County, ND,105640,97484,101635,98633,95590
Logan County, IL,996952,1025783,1036275,1080590,1077744
Logan County, AR,701472,684051,717546,732767,716665
Logan County, OK,1755342,1736358,1927810,2018582,2105810
Long County, GA,479023,479306,495762,517410,532635
Lonoke County, AR,2602741,2672677,2752317,2885419,2987256
Lorain County, OH,12719280,13159368,13644297,14272917,14768507
Los Alamos County, NM,1160684,1245537,1279666,1358965,1429838
Los Angeles County, CA,560530772,581458264,602431122,627608360,653482910
Loudon County, TN,2221167,2307367,2457925,2591063,2711719
Loudoun County, VA,26421943,28325039,29902522,31939631,33460894
Louisa County, VA,1347209,1392204,1479392,1561059,1605985
Louisa County, IA,436391,437013,451418,483047,509933
Loup County, NE,45030,41115,31962,33037,35177
Love County, OK,345972,354132,358724,377204,386191
Loving County, TX,4055,5847,7141,7656,9081
Lowndes County, AL,390481,378368,394013,396923,396674
Lowndes County, GA,3883123,3995166,4156284,4375751,4544309
Lowndes County, MS,2120613,2150222,2193088,2279056,2385787
Lubbock County, TX,11804208,12116032,12517598,13235695,13761558
Lucas County, OH,18496053,18845019,19103120,19966903,20507085
Lucas County, IA,333308,335554,338327,359135,370328
Luce County, MI,184977,186046,190846,196533,200412
Lumpkin County, GA,1062233,1091042,1160369,1239159,1292313
Luna County, NM,735352,740019,734363,770204,804383
Lunenburg County, VA,372770,385054,395453,402416,414616
Luzerne County, PA,13004255,13346318,13704095,14313453,14716470
Lycoming County, PA,4691708,4626869,4761852,4961200,5091802
Lyman County, SD,166063,144908,148684,159638,158078
Lynn County, TX,183663,173774,228682,234805,256735
Lyon County, IA,676791,619222,678627,737461,784718
Lyon County, KY,269020,272535,281964,292555,306040
Lyon County, NV,1754461,1871931,2010867,2141017,2280250
Lyon County, MN,1250254,1223664,1288754,1306278,1378342
Lyon County, KS,1147801,1187991,1224172,1282892,1326544
Mackinac County, MI,427875,440036,450302,468047,487440
Macomb County, MI,36772089,37526147,38722444,40217335,41502443
Macon County, MO,598977,629786,635112,630416,652642
Macon County, AL,579754,588868,598021,610744,630590
Macon County, NC,1241296,1281258,1349997,1396257,1464730
Macon County, IL,4793683,4808075,4823759,5037722,5071870
Macon County, TN,716805,732719,769332,797610,825025
Macon County, GA,411789,393518,417978,406773,418743
Macoupin County, IL,1714398,1743152,1794838,1873520,1902208
Madera County, CA,5472950,5731880,5901022,6133070,6492474
Madison County, KY,2976653,3055554,3152137,3248734,3378301
Madison County, ID,907919,934578,983040,1084701,1148537
Madison County, NY,2844196,2905563,3066669,3113430,3248686
Madison County, GA,969372,983465,1045666,1092089,1101934
Madison County, AL,16583563,17205641,17983414,19088069,20140928
Madison County, IA,697176,720474,756564,799958,824410
Madison County, OH,1629814,1697495,1789026,1822016,1872522
Madison County, AR,516491,524127,578272,574043,567645
Madison County, NC,648218,667330,701609,741296,777275
Madison County, FL,566061,550138,584515,609482,626151
Madison County, NE,1573772,1580827,1657867,1759383,1817604
Madison Parish, LA,340030,365534,356125,357652,364395
Madison County, MO,419283,420128,430161,436980,452449
Madison County, MS,6058225,6258575,6451998,6781598,6986986
Madison County, TN,3825811,3925488,4062759,4161721,4324559
Madison County, IN,4553513,4635917,4753718,4951907,5108642
Madison County, MT,355348,370412,401278,434451,460674
Madison County, IL,11331977,11472943,11860782,12329516,12680657
Madison County, TX,419117,406172,428285,450392,466347
Madison County, VA,617912,635609,622873,620993,644173
Magoffin County, KY,371043,362545,372031,385236,401248
Mahaska County, IA,859077,865531,895646,980796,1027764
Mahnomen County, MN,193484,195679,188342,194988,201332
Mahoning County, OH,9381027,9416539,9540538,9886926,10044997
Major County, OK,317607,288616,305301,331632,334267
Malheur County, OR,957652,952789,952466,1006070,1057034
Manatee County, FL,15987432,16820299,17783556,18786801,19605227
Manistee County, MI,862882,875222,893535,932982,967313
Manitowoc County, WI,3538926,3527837,3623529,3716890,3830730
Marathon County, WI,6139680,6288798,6499471,6839977,7075142
Marengo County, AL,713632,718549,730597,766229,784073
Maricopa County, AZ,178861076,187238567,198035349,211812685,222943072
Maries County, MO,278595,278648,281378,284695,304094
Marin County, CA,29895845,31014406,32626304,35331237,36684680
Marinette County, WI,1642277,1641285,1696834,1800494,1852318
Marion County, OH,2186189,2267961,2385732,2447670,2515450
Marion County, TN,998310,1043333,1076074,1115251,1166845
Marion County, OR,12626284,13335285,14094194,15005203,15706672
Marion County, WV,2206199,2171421,2294820,2377591,2440350
Marion County, TX,357906,353439,366198,380500,393125
Marion County, SC,904093,921083,944851,982581,1029113
Marion County, MO,1058663,1086857,1118740,1149874,1189048
Marion County, IA,1402394,1445327,1519224,1620973,1691320
Marion County, AR,482042,471796,485389,506995,524268
Marion County, IL,1485600,1460580,1523293,1562229,1595924
Marion County, MS,770408,747476,824428,930806,951008
Marion County, AL,920517,918153,956008,987373,1010119
Marion County, KY,632889,645655,674651,697462,719661
Marion County, GA,222371,223422,232956,243855,249506
Marion County, FL,11494178,12083101,12770003,13363961,13999019
Marion County, KS,459743,460759,468691,501150,542878
Marion County, IN,45335677,46676017,47727002,50634219,52478123
Mariposa County, CA,795731,853277,887156,929389,969454
Marlboro County, SC,771221,792470,815214,849579,852417
Marquette County, WI,566564,576741,600570,628121,662102
Marquette County, MI,2459380,2490682,2537803,2634202,2719465
Marshall County, MS,1071006,1084746,1107106,1165008,1205819
Marshall County, MN,427688,444247,460228,485527,481222
Marshall County, IL,501613,523877,511119,531015,525019
Marshall County, KS,399387,385709,401416,426071,452153
Marshall County, KY,1210203,1214695,1232760,1264681,1316845
Marshall County, IN,1742904,1795864,1869426,1930734,1951884
Marshall County, IA,1635896,1679976,1637718,1707315,1755440
Marshall County, WV,1154820,1124194,1199280,1308252,1300463
Marshall County, OK,491962,498602,516870,545249,573226
Marshall County, TN,1074742,1139586,1203825,1274407,1346584
Marshall County, AL,3216264,3228933,3345325,3485514,3614037
Marshall County, SD,224333,202170,199660,237830,245535
Martin County, KY,314839,313833,334416,333484,334783
Martin County, IN,365965,357813,375317,390374,402066
Martin County, FL,11301145,12019690,12945767,13383794,13748480
Martin County, MN,976058,935660,988207,1052614,1123731
Martin County, TX,254403,239748,291782,368213,351128
Martin County, NC,713247,737241,755509,769349,797545
Mason County, KY,640000,651043,671128,678914,705840
Mason County, WA,2303765,2426463,2588943,2754041,2935553
Mason County, IL,510889,531502,534746,560764,549547
Mason County, MI,1076058,1092756,1133049,1172304,1209124
Mason County, TX,172087,163958,184638,198242,202754
Mason County, WV,816954,821452,858069,894226,923645
Massac County, IL,504185,519758,520888,525375,536082
Matagorda County, TX,1491245,1480354,1503799,1562478,1657614
Matanuska-Susitna Borough, AK,4754003,4665786,4746844,5037189,5301382
Mathews County, VA,454514,458869,473528,494617,510992
Maury County, TN,3322502,3558823,3788003,4020282,4264765
Maverick County, TX,1600713,1601440,1667455,1777152,1842681
Mayes County, OK,1376134,1365844,1385907,1443655,1494499
McClain County, OK,1591199,1616875,1698648,1820666,1897176
McCone County, MT,69739,67852,66718,64771,66416
McCook County, SD,233271,240508,258036,276620,297856
McCormick County, SC,313901,327356,347393,368716,378560
McCracken County, KY,3090191,3156963,3032334,3071638,3211154
McCreary County, KY,425632,420627,434901,447070,458353
McCulloch County, TX,297135,281949,296491,312473,310537
McCurtain County, OK,1042228,1018853,1048070,1058912,1083530
McDonald County, MO,641963,613753,640671,655829,660706
McDonough County, IL,1134541,1141308,1134029,1155918,1144255
McDowell County, WV,555109,533389,549339,558487,569154
McDowell County, NC,1389461,1413243,1495084,1550688,1611865
McDuffie County, GA,712197,730214,768521,796271,819565
McHenry County, ND,292245,269919,267679,304212,298959
McHenry County, IL,15399683,15840049,16388800,16917361,17454226
McIntosh County, OK,644716,631897,633021,651167,692430
McIntosh County, ND,130058,127584,136456,139414,145438
McIntosh County, GA,376046,393031,400172,430933,445448
McKean County, PA,1733182,1735447,1771964,1808209,1818942
McKenzie County, ND,826673,688548,742660,883024,978511
McKinley County, NM,1901500,1935770,1951957,2016129,2120607
McLean County, ND,461447,486713,488469,529501,526459
McLean County, IL,7969221,8108610,8195140,8488859,8507653
McLean County, KY,360135,341904,366139,368195,360578
McLennan County, TX,9219394,9536559,10031416,10526360,10818901
McLeod County, MN,1603060,1625730,1666509,1751575,1808292
McMinn County, TN,1739628,1769285,1841519,1938059,2022709
McMullen County, TX,80153,50844,50321,46977,48481
McNairy County, TN,775260,795825,815212,846416,871399
McPherson County, NE,34264,28333,23132,21953,23556
McPherson County, KS,1385277,1315735,1349291,1474564,1615965
McPherson County, SD,112129,94174,94815,110364,103808
Meade County, KS,226287,234831,227334,238589,267265
Meade County, SD,1087208,1127024,1163274,1227797,1256940
Meade County, KY,1016854,1047141,1081279,1126246,1169802
Meagher County, MT,81226,77389,77256,82677,86511
Mecklenburg County, VA,1058563,1072907,1108462,1145048,1177022
Mecklenburg County, NC,55990578,58739361,63339715,66805797,69830164
Mecosta County, MI,1290170,1339307,1403458,1442796,1481309
Medina County, TX,1783866,1825464,1918713,2021922,2119867
Medina County, OH,8817163,9189847,9533815,9946652,10315006
Meeker County, MN,941827,938175,992429,1034269,1069908
Meigs County, OH,736265,747421,768280,789018,818306
Meigs County, TN,368587,374649,395428,408386,428210
Mellette County, SD,60065,54899,63180,63729,64162
Menard County, TX,79313,73789,70587,76463,79573
Menard County, IL,514899,527750,547306,568353,573357
Mendocino County, CA,3949841,4086354,4189632,4411856,4595625
Menifee County, KY,184881,186211,190779,194737,205575
Menominee County, WI,134596,131558,135137,138656,141132
Menominee County, MI,915201,909782,944609,979368,1004914
Merced County, CA,9800267,9994614,10390896,10696798,11406396
Mercer County, KY,749147,762261,780186,798286,829204
Mercer County, MO,107703,112175,117398,115977,124000
Mercer County, NJ,23385625,23786171,24315524,25434539,26377963
Mercer County, WV,2121007,2096948,2156742,2232069,2278542
Mercer County, PA,4366465,4393104,4523575,4697165,4779885
Mercer County, ND,485387,494410,492665,479204,474322
Mercer County, IL,671772,692964,706055,730765,736363
Mercer County, OH,1959399,1907370,2029250,2168988,2145298
Meriwether County, GA,664382,689003,700825,738688,763073
Merrick County, NE,411127,387961,366747,342157,369424
Merrimack County, NH,7681950,8035483,8330951,8673120,9021915
Mesa County, CO,6038686,6058618,6496022,6944767,7204611
Metcalfe County, KY,291036,291894,303463,310961,320737
Miami County, KS,1425346,1468017,1557598,1635646,1719055
Miami County, IN,1145202,1172666,1217472,1251201,1277514
Miami County, OH,4411707,4578490,4823488,5062464,5242089
Miami-Dade County, FL,119164670,120183815,132573852,144288587,149166155
Middlesex County, NJ,45427613,46767263,48225767,50406435,52356267
Middlesex County, VA,484299,499348,529495,549685,566696
Middlesex County, CT,10286653,10462297,10639773,10923230,11235277
Middlesex County, MA,119095120,122425428,128267998,135701603,140526823
Midland County, TX,14606724,12520267,18353159,22311759,23161978
Midland County, MI,3351881,3895971,4794515,4524934,4654376
Mifflin County, PA,1653296,1681877,1749552,1818676,1875076
Milam County, TX,903472,888493,882230,889345,924367
Millard County, UT,440653,428820,443489,473386,505581
Mille Lacs County, MN,977603,999796,1039633,1090663,1131430
Miller County, AR,1379080,1418456,1429618,1461093,1515501
Miller County, GA,220827,224924,237901,254609,274525
Miller County, MO,824181,831790,853264,890401,935126
Mills County, IA,753157,755592,768966,832124,874761
Mills County, TX,183356,174320,179561,186415,191673
Milwaukee County, WI,41855717,41916298,43095621,45369518,46433612
Miner County, SD,93702,89903,92761,105656,112136
Mineral County, MT,147752,151696,163203,169926,178285
Mineral County, NV,155446,161302,165900,174223,187562
Mineral County, WV,986714,993120,1019638,1055359,1088629
Mineral County, CO,48029,48519,50810,55893,57709
Mingo County, WV,758183,710873,744126,774353,785949
Minidoka County, ID,756710,762015,755858,817165,871453
Minnehaha County, SD,9688115,9909596,10474390,11115952,11569641
Missaukee County, MI,476595,480217,511936,521971,558183
Mississippi County, AR,1291731,1286096,1327372,1394722,1499274
Mississippi County, MO,392471,421644,421818,410758,437746
Missoula County, MT,5134728,5238224,5673031,5908024,6110361
Mitchell County, IA,648952,622726,602430,679320,737844
Mitchell County, GA,753184,750887,779309,785709,822233
Mitchell County, NC,494599,495312,520326,535630,548935
Mitchell County, KS,298563,297583,302896,350013,375362
Mitchell County, TX,274691,254154,264181,285920,287052
Mobile County, AL,14990499,15100452,15481180,16056031,16574614
Modoc County, CA,405699,407462,406743,415908,451666
Moffat County, CO,527617,516979,523073,557261,582350
Mohave County, AZ,6015690,6238434,6630663,6980623,7297603
Moniteau County, MO,546419,537059,560594,574289,591647
Monmouth County, NJ,44108827,45521338,47218741,49308331,51082169
Mono County, CA,632738,660726,732265,726449,772750
Monona County, IA,408387,386828,387559,398194,431638
Monongalia County, WV,4321573,4331612,4569591,4806057,4924723
Monroe County, OH,430989,422408,446050,487522,500722
Monroe County, WV,394825,390423,402781,410881,427313
Monroe County, IA,301405,307095,316312,338062,357269
Monroe County, FL,5632066,6128140,6663446,7308872,7516454
Monroe County, AL,689786,689813,697879,707584,729266
Monroe County, MI,6300554,6487185,6762911,7040382,7311437
Monroe County, AR,226297,221070,229834,230576,245991
Monroe County, GA,1101311,1122556,1168752,1236749,1284102
Monroe County, TN,1394252,1445920,1485613,1559344,1616031
Monroe County, KY,375282,366091,381668,392946,392319
Monroe County, MO,322313,345454,340764,339512,364221
Monroe County, IL,1793080,1858938,1897001,1968429,2047920
Monroe County, WI,1737449,1756856,1858710,1913714,1987664
Monroe County, MS,1153777,1162612,1196646,1239201,1279461
Monroe County, PA,6378432,6589053,6801000,7155522,7461802
Monroe County, NY,35983160,36492479,38189887,39329779,40822554
Monroe County, IN,5290571,5557611,5924657,6208713,6480529
Montague County, TX,794935,725316,764479,803562,836915
Montcalm County, MI,1977769,2021420,2110233,2190494,2270415
Monterey County, CA,22530852,23209395,23765296,24576499,25973189
Montezuma County, CO,1045042,1038913,1065061,1107294,1140058
Montgomery County, IL,936660,966255,992939,1028582,1032102
Montgomery County, KY,922269,925837,949245,971821,1011260
Montgomery County, IA,399302,391580,395815,418975,445453
Montgomery County, OH,22617363,23079670,24011753,25002795,25759197
Montgomery County, KS,1173296,1114217,1141713,1197827,1242628
Montgomery County, AL,9230805,9462222,9711528,9959136,10300413
Montgomery County, GA,259097,264810,265377,270817,284667
Montgomery County, MD,82460250,87319432,90014129,91903198,94708400
Montgomery County, MS,323432,330368,338743,341467,351025
Montgomery County, PA,59803960,62158305,62398667,65369508,68165713
Montgomery County, AR,240131,240144,253418,261653,268305
Montgomery County, NY,1893796,1928537,2028798,2044461,2129908
Montgomery County, MO,421604,440543,444771,453838,477683
Montgomery County, NC,885429,876835,924470,956641,983153
Montgomery County, TN,7687105,7774064,8179096,8568292,8992496
Montgomery County, TX,31815105,30910111,35068470,36428280,38523113
Montgomery County, IN,1453324,1469040,1475633,1524641,1571041
Montmorency County, MI,313646,323380,326650,340824,355204
Montour County, PA,946969,981696,1013522,1044079,1073237
Montrose County, CO,1466754,1512042,1596048,1735660,1789492
Moody County, SD,314563,311814,299176,332376,341073
Moore County, NC,4519802,4616242,4804844,5026247,5236988
Moore County, TN,239079,236585,247310,256284,269671
Moore County, TX,921567,867494,905268,907014,965508
Mora County, NM,217453,201054,163581,171861,180783
Morehouse Parish, LA,900117,952070,949316,959364,983054
Morgan County, UT,501323,541208,585022,639132,678545
Morgan County, TN,594001,600478,616386,642941,662688
Morgan County, AL,4378550,4445447,4593883,4794738,4995546
Morgan County, GA,785357,815616,892583,959347,996126
Morgan County, IN,2742851,2847801,2948537,3075321,3196782
Morgan County, WV,558123,569371,591119,610785,635531
Morgan County, MO,777087,778573,804730,832883,844133
Morgan County, OH,449758,447912,466198,480094,493822
Morgan County, KY,338751,342710,349737,359088,372359
Morgan County, CO,1179536,1178325,1195940,1316881,1388704
Morgan County, IL,1295942,1318754,1330126,1353405,1365154
Morrill County, NE,297866,277654,255905,258671,272171
Morris County, KS,216744,223862,225917,248502,260816
Morris County, NJ,43660481,45009029,46247336,48231710,49994272
Morris County, TX,519674,492671,505324,502269,508749
Morrison County, MN,1320130,1302502,1361566,1409124,1459068
Morrow County, OH,1210664,1254691,1312021,1372725,1420942
Morrow County, OR,514676,514187,480921,518513,563965
Morton County, ND,1544808,1527970,1559404,1617501,1676546
Morton County, KS,93743,96800,112152,120199,137878
Motley County, TX,35859,34020,36021,37883,39585
Moultrie County, IL,759565,752189,845624,931955,933992
Mountrail County, ND,624329,526451,545667,620927,649245
Mower County, MN,1776303,1763778,1809187,1863888,1900741
Muhlenberg County, KY,1034756,1000070,1036968,1032514,1075985
Multnomah County, OR,40248776,41900565,44595249,47505650,49399774
Murray County, OK,578436,542640,566616,590183,609012
Murray County, GA,1087553,1110795,1165688,1213607,1241545
Murray County, MN,460427,411850,416827,436427,484945
Muscatine County, IA,1884975,1904323,1947830,2011536,2071909
Muscogee County, GA,7941903,8042858,8236456,8579011,8878473
Muskegon County, MI,6054786,6240268,6419878,6646850,6879677
Muskingum County, OH,3253553,3283876,3383687,3520113,3620886
Muskogee County, OK,2415779,2400383,2438183,2472402,2572103
Musselshell County, MT,187886,179681,193248,205409,212664
Nacogdoches County, TX,2326251,2291334,2376004,2477400,2514839
Nance County, NE,131598,123170,128522,134100,144045
Nantucket County, MA,1220122,1286504,1335764,1488055,1552588
Napa County, CA,9113309,9637180,9882187,9998840,10429596
Nash County, NC,3648541,3693105,3816663,3992293,4146333
Nassau County, NY,106620379,109752616,116269995,121786175,126521571
Nassau County, FL,4048444,4309998,4673834,5187426,5435319
Natchitoches Parish, LA,1385607,1405362,1476922,1551388,1596777
Natrona County, WY,5985905,5146901,4994150,5647104,5764702
Navajo County, AZ,3060673,3212772,3379788,3541598,3690208
Navarro County, TX,1717185,1758121,1808831,1904245,1987095
Nelson County, VA,675809,702144,718996,740592,765863
Nelson County, KY,1723661,1862184,1857669,1932577,2025419
Nelson County, ND,154728,158892,166003,176438,175516
Nemaha County, KS,459980,468907,510972,532572,544402
Nemaha County, NE,310233,314958,317532,325699,343026
Neosho County, KS,576454,579049,598245,627200,661481
Neshoba County, MS,994981,981768,1044178,1056559,1071103
Ness County, KS,142611,125741,131087,143141,161978
Nevada County, AR,268749,264681,272276,279159,282831
Nevada County, CA,5494532,5770733,5874779,6082399,6338625
New Castle County, DE,28342872,29016263,30388168,31907909,33064369
New Hanover County, NC,9262330,9649613,10036982,10829425,11261502
New Haven County, CT,44615600,45206790,45960269,47801068,49360086
New Kent County, VA,1371550,1374226,1496092,1640346,1736922
New London County, CT,14511658,14764966,15120632,15421095,15837267
New Madrid County, MO,562210,587810,597419,599473,653679
New York County, NY,253524994,271126370,299344456,311145251,322234277
Newaygo County, MI,1632073,1711412,1773234,1804800,1882237
Newberry County, SC,1354401,1373004,1424055,1458744,1500089
Newport County, RI,5036803,5178653,5462126,5652822,5819018
Newport News City, VA,7338300,7300805,7489230,7672390,7969244
Newton County, IN,519826,514467,528991,561499,579693
Newton County, MS,707572,694417,723865,741949,747458
Newton County, MO,2120996,2125589,2198788,2242409,2300058
Newton County, TX,423433,425680,443996,457819,465829
Newton County, GA,3248700,3366335,3507388,3687894,3877030
Newton County, AR,210623,211635,213948,225440,233336
Nez Perce County, ID,1609337,1650248,1746756,1845827,1907255
Niagara County, NY,8674037,8839999,9317887,9504189,9879547
Nicholas County, KY,235537,233793,242953,243539,253367
Nicholas County, WV,825185,787000,807307,844994,852261
Nicollet County, MN,1523871,1524348,1623937,1685679,1749202
Niobrara County, WY,114884,107906,114253,123968,123652
Noble County, IN,1702734,1737695,1815719,1892212,1947906
Noble County, OK,468980,446186,454715,466736,490181
Noble County, OH,361116,357408,372721,391539,399595
Nobles County, MN,983659,915575,958846,990072,1064519
Nodaway County, MO,637422,658998,678897,697697,739333
Nolan County, TX,588168,583312,613658,649533,677820
Nome CA, AK,475086,481416,498247,521404,542933
Norfolk County, MA,56900857,58991325,61601959,64871581,67299593
Norfolk City, VA,9484039,9558705,9851216,10103759,10407518
Norman County, MN,247344,246142,247271,253831,265098
North Slope Borough, AK,971166,868328,831517,824680,883532
Northampton County, VA,516825,535726,557877,576155,598397
Northampton County, NC,626577,630258,666174,675743,713022
Northampton County, PA,14487914,15090295,15748286,16661222,17380199
Northumberland County, VA,564928,589428,615070,627684,660575
Northumberland County, PA,3549448,3545436,3667593,3811596,3932473
Northwest Arctic Borough, AK,335896,338736,350062,380448,392680
Norton County, KS,217763,237380,228703,229154,256458
Nottoway County, VA,506114,512044,524572,535393,552843
Nowata County, OK,365716,347472,352707,365884,373357
Noxubee County, MS,331669,333366,339193,336388,356306
Nuckolls County, NE,224665,200879,199764,209439,220443
Nueces County, TX,15322238,14548436,15358312,15717006,16262836
Nye County, NV,1520180,1540996,1627611,1722508,1834458
O'Brien County, IA,738593,721382,739157,795181,842319
Oakland County, MI,80606246,82949297,86345403,89660752,92144604
Obion County, TN,1145753,1144427,1187870,1240118,1284467
Ocean County, NJ,27661048,28704687,29660142,30887684,32265162
Oceana County, MI,900469,925474,948798,993095,1028391
Ochiltree County, TX,699866,532225,564471,579090,598643
Oconee County, GA,2126854,2206866,2433870,2622536,2732804
Oconee County, SC,2940106,3064012,3241852,3436252,3579857
Oconto County, WI,1553030,1586487,1637211,1724346,1786666
Ogemaw County, MI,667768,666439,692050,731658,730072
Oglala Lakota County, SD,338835,343736,352383,362050,366337
Ogle County, IL,2136538,2213933,2286420,2370145,2398909
Oglethorpe County, GA,513519,511853,538769,559015,559971
Ohio County, IN,218655,223618,225924,233079,242864
Ohio County, WV,2101261,2283294,2578006,2673908,2669377
Ohio County, KY,766758,758764,778766,790084,799310
Okaloosa County, FL,8925717,9151339,9678184,10194990,10680336
Okanogan County, WA,1617208,1684184,1738901,1788832,1828926
Okeechobee County, FL,1208690,1194714,1268865,1295166,1348150
Okfuskee County, OK,343832,336069,336030,347842,374322
Oklahoma County, OK,37460546,37115764,38585845,40135535,41504671
Okmulgee County, OK,1259737,1236374,1257695,1280746,1341962
